customer_id,first_name,last_name,email,signup_date,city,country,segment,acquisition_channel
263,Federico,Martínez,federico.martinez263@mail.com,2025-08-08,Córdoba,Argentina,Retail,Google Ads
264,Amanda,Brown,amanda.brown264@mail.com,2025-03-21,Córdoba,Argentina,Retail,Referido
265,Olivia,Silva,olivia.silva265@mail.com,2025-09-03,Bogotá,Colombia,Retail,Influencers
266,Laura,Davis,laura.davis266@mail.com,2026-04-01,La Plata,Argentina,Retail,Google Ads
267,Daniela,Flores,daniela.flores267@mail.com,2024-06-24,Buenos Aires,Argentina,Mayorista,Influencers
268,Michael,Flores,michael.flores268@mail.com,2025-09-15,Montevideo,Uruguay,Retail,Email Marketing
269,Valeria,Sánchez,valeria.sanchez269@mail.com,2026-04-08,Córdoba,argentina,Retail,Referido
270,Martina,Fernández,martina.fernandez270@mail.com,2026-02-03,Miami,Estados Unidos,Retail,Referido
271,Julieta,Davis,julieta.davis271@mail.com,2024-07-28,Valparaíso,Chile,Retail,Email Marketing
272,Josefina,Castro,josefina.castro272@mail.com,2025-04-06,Montevideo,Uruguay,Retail,Orgánico/SEO
273,Nicolás,López,nicolas.lopez273@mail.com,2026-03-04,Santiago,Chile,Retail,Facebook Ads
274,Laura,Rojas,laura.rojas274@mail.com,2025-04-23,Barcelona,España,Retail,Influencers
275,Valeria,Davis,valeria.davis275@mail.com,2025-02-02,Madrid,España,Retail,Email Marketing
276,Ignacio,López,ignacio.lopez276@mail.com,2025-08-01,Ciudad de México,México,Retail,Instagram Ads
277,Amanda,Smith,amanda.smith277@mail.com,2024-09-03,Lima,Perú,Retail,Referido
278,Juan,Fernández,juan.fernandez278@mail.com,2024-12-10,Rosario,Argentina,Retail,Facebook Ads
279,Jessica,Ortiz,jessica.ortiz279@mail.com,2024-06-16,São Paulo,Brasil,Retail,Instagram Ads
280,Carla,Acosta,carla.acosta280@mail.com,2025-07-12,Valparaíso,Chile,Retail,Facebook Ads
281,Pedro,Gómez,pedro.gomez281@mail.com,2025-02-23,São Paulo,Brasil,Retail,Influencers
282,Valeria,Castro,valeria.castro282@mail.com,2025-06-15,Valparaíso,chile,Retail,Google Ads
283,Sebastián,Taylor,sebastian.taylor283@mail.com,2025-03-30,Ciudad de México,mexico,Retail,Email Marketing
284,Pedro,Ortiz,pedro.ortiz284@mail.com,2025-10-14,Asunción,Paraguay,Mayorista,Orgánico/SEO
285,Daniela,Gómez,daniela.gomez285@mail.com,2024-10-22,Santiago,Chile,Retail,Influencers
286,Santiago,Miller,santiago.miller286@mail.com,2024-08-16,,ARGENTINA,Mayorista,Orgánico/SEO
287,Camila,Díaz,camila.diaz287@mail.com,2025-01-10,Buenos Aires,Argentina,Retail,Email Marketing
288,Robert,Brown,robert.brown288@mail.com,2024-06-17,,España,Retail,Facebook Ads
289,Daniela,Medina,daniela.medina289@mail.com,2024-06-18,São Paulo,Brasil,Retail,Orgánico/SEO
290,Martina,García,martina.garcia290@mail.com,2024-10-31,Barcelona,España,Retail,Facebook Ads
291,Nicolás,Molina,nicolas.molina291@mail.com,2025-06-18,Rosario,argentina,Mayorista,Influencers
292,Pedro,Fernández,pedro.fernandez292@mail.com,2025-07-21,Rosario,Argentina,Retail,Facebook Ads
293,Lucas,Williams,lucas.williams293@mail.com,2026-03-23,Ciudad de México,México,Retail,Facebook Ads
294,Robert,Fernández,robert.fernandez294@mail.com,2025-01-03,Montevideo,Uruguay,Retail,Orgánico/SEO
295,Valentina,Martínez,valentina.martinez295@mail.com,2025-12-09,Asunción,Paraguay,Retail,Google Ads
296,Mateo,Ramírez,mateo.ramirez296@mail.com,2026-05-31,La Plata,Argentina,Retail,Google Ads
297,David,Rojas,david.rojas297@mail.com,2025-06-29,Rio de Janeiro,Brazil,Retail,Instagram Ads
298,Victoria,López,victoria.lopez298@mail.com,2025-08-22,Mendoza,Argentina,Retail,Google Ads
299,Tomás,Castro,tomas.castro299@mail.com,2026-03-12,Buenos Aires,Argentina,Retail,Influencers
300,Franco,Torres,franco.torres300@mail.com,2024-08-27,Bogotá,Colombia,Retail,Email Marketing
301,Lucas,Medina,lucas.medina301@mail.com,2025-06-25,La Plata,Argentina,Retail,Orgánico/SEO
302,Lucas,González,lucas.gonzalez302@mail.com,2025-08-30,São Paulo,Brasil,Retail,Email Marketing
303,Sebastián,Wilson,sebastian.wilson303@mail.com,2025-07-23,Barcelona,España,Retail,Google Ads
304,Milagros,Castro,milagros.castro304@mail.com,2024-06-13,Bogotá,Colombia,Retail,Influencers
305,Sebastián,Acosta,sebastian.acosta305@mail.com,2024-11-21,Barcelona,España,Retail,Instagram Ads
306,Facundo,Díaz,facundo.diaz306@mail.com,2024-11-19,Rosario,Argentina,Retail,Influencers
307,Emiliano,Williams,,2025-09-12,Valparaíso,Chile,Retail,Email Marketing
308,Delfina,Ortiz,delfina.ortiz308@mail.com,2025-05-09,Miami,estados unidos,Retail,Referido
309,Milagros,Ruiz,milagros.ruiz309@mail.com,2025-04-18,Madrid,España,Retail,Influencers
310,María,Williams,maria.williams310@mail.com,2025-04-30,Montevideo,Uruguay,Retail,Referido
311,Amanda,Anderson,amanda.anderson311@mail.com,2026-01-28,Valparaíso,Chile,Mayorista,Instagram Ads
312,Ignacio,Ramírez,ignacio.ramirez312@mail.com,2025-03-26,Miami,Estados Unidos,Retail,Google Ads
313,Facundo,Romero,facundo.romero313@mail.com,2025-02-03,São Paulo,Brazil,Retail,Instagram Ads
314,Carla,Taylor,carla.taylor314@mail.com,2025-11-30,Bogotá,Colombia,Retail,Referido
315,John,Silva,john.silva315@mail.com,2024-09-20,Rosario,Argentina,Retail,Orgánico/SEO
316,Josefina,Molina,josefina.molina316@mail.com,2025-08-15,Rio de Janeiro,Brasil,Retail,Google Ads
317,Federico,Anderson,federico.anderson317@mail.com,2025-08-31,Montevideo,Uruguay,Retail,Influencers
318,Lucía,Díaz,lucia.diaz318@mail.com,2024-06-26,Lima,Perú,Retail,Email Marketing
319,Benjamín,Díaz,benjamin.diaz319@mail.com,2025-04-16,Lima,Perú,Retail,Referido
320,Carla,García,carla.garcia320@mail.com,2026-06-10,Miami,Estados Unidos,Retail,Email Marketing
321,Mateo,Ortiz,mateo.ortiz321@mail.com,2026-04-25,Mendoza,Arg.,Retail,Orgánico/SEO
322,Ignacio,Flores,ignacio.flores322@mail.com,2026-03-07,Bogotá,Colombia,Retail,Orgánico/SEO
323,Andrés,Ruiz,andres.ruiz323@mail.com,2026-01-28,Miami,Estados Unidos,Retail,Google Ads
324,Emily,Martínez,emily.martinez324@mail.com,2025-12-02,Mendoza,Argentina,Retail,Email Marketing
325,Facundo,Miller,facundo.miller325@mail.com,2026-02-02,Rio de Janeiro,Brasil,Retail,Influencers
326,Gonzalo,Torres,gonzalo.torres326@mail.com,2026-02-20,São Paulo,Brasil,Retail,Orgánico/SEO
327,Agustín,Díaz,agustin.diaz327@mail.com,2025-07-03,Barcelona,España,Retail,Instagram Ads
328,Facundo,Davis,facundo.davis328@mail.com,2025-12-21,Santiago,Chile,Retail,Email Marketing
329,Santiago,Gómez,santiago.gomez329@mail.com,2025-10-10,Buenos Aires,Argentina,Retail,Referido
330,Olivia,Williams,olivia.williams330@mail.com,2026-05-29,Ciudad de México,México,Retail,Influencers
331,Julieta,Herrera,julieta.herrera331@mail.com,2025-03-09,Córdoba,Argentina,Retail,Email Marketing
332,Miguel,Williams,miguel.williams332@mail.com,2024-09-24,Barcelona,España,Retail,Email Marketing
333,Agustín,Davis,agustin.davis333@mail.com,2026-06-07,Córdoba,Argentina,Retail,Instagram Ads
334,Valeria,Acosta,valeria.acosta334@mail.com,2024-07-04,São Paulo,Brasil,Retail,Email Marketing
335,Benjamín,Acosta,benjamin.acosta335@mail.com,2026-06-26,Valparaíso,Chile,Retail,Email Marketing
336,Gonzalo,Romero,gonzalo.romero336@mail.com,2024-12-29,Valparaíso,Chile,Retail,Facebook Ads
337,Antonella,Herrera,antonella.herrera337@mail.com,2026-01-08,São Paulo,Brasil,Retail,Referido
338,Isabella,Vega,isabella.vega338@mail.com,2025-03-11,Córdoba,Argentina,Retail,Instagram Ads
339,Sarah,Acosta,sarah.acosta339@mail.com,2025-10-15,Bogotá,Colombia,Retail,Orgánico/SEO
340,Paula,Martínez,paula.martinez340@mail.com,2025-07-18,Rosario,Argentina,Retail,Email Marketing
341,Facundo,Castro,facundo.castro341@mail.com,2026-06-21,Buenos Aires,Argentina,Retail,Influencers
342,John,Davis,john.davis342@mail.com,2025-01-10,Bogotá,Colombia,Mayorista,Referido
343,Sarah,Herrera,sarah.herrera343@mail.com,2025-12-13,Rio de Janeiro,Brasil,Retail,Facebook Ads
344,Valeria,López,valeria.lopez344@mail.com,2024-09-10,Córdoba,Argentina,Retail,Referido
345,Paula,Johnson,paula.johnson345@mail.com,2025-08-13,Buenos Aires,Argentina,Retail,Orgánico/SEO
346,Lucas,Silva,lucas.silva346@mail.com,2024-08-24,Asunción,Paraguay,Retail,Orgánico/SEO
347,Diego,Flores,,2026-04-03,Ciudad de México,México,Retail,Google Ads
348,Rodrigo,Smith,rodrigo.smith348@mail.com,2024-06-09,Buenos Aires,Argentina,Retail,Referido
349,Carla,Martínez,carla.martinez349@mail.com,2025-06-28,Montevideo,Uruguay,Retail,Referido
350,James,Aguirre,james.aguirre350@mail.com,2025-06-27,La Plata,Argentina,Retail,Referido
351,Camila,Miller,camila.miller351@mail.com,2026-02-15,Buenos Aires,Argentina,Retail,Influencers
352,Robert,Vega,robert.vega352@mail.com,2025-01-09,Miami,Estados Unidos,Retail,Google Ads
353,Victoria,Núñez,victoria.nunez353@mail.com,2024-10-22,Rio de Janeiro,Brasil,Retail,Orgánico/SEO
354,Milagros,Herrera,milagros.herrera354@mail.com,2026-04-06,Buenos Aires,Argentina,Retail,Instagram Ads
355,Catalina,López,catalina.lopez355@mail.com,2025-10-20,Montevideo,Uruguay,Retail,Instagram Ads
356,Rodrigo,González,rodrigo.gonzalez356@mail.com,2025-04-21,Lima,Perú,Retail,Referido
357,Florencia,Torres,,2024-08-14,Madrid,España,Retail,Google Ads
358,Amanda,López,amanda.lopez358@mail.com,2025-11-01,Bogotá,Colombia,Retail,Orgánico/SEO
359,María,Molina,maria.molina359@mail.com,2026-03-18,Rosario,ARGENTINA,Retail,Facebook Ads
360,Emily,Díaz,emily.diaz360@mail.com,2025-07-06,Rio de Janeiro,Brazil,Retail,Referido
361,Franco,Acosta,franco.acosta361@mail.com,2025-02-06,Córdoba,ARGENTINA,Retail,Influencers
362,Benjamín,González,benjamin.gonzalez362@mail.com,2026-05-20,La Plata,Argentina,Retail,Influencers
363,Daniela,Benítez,daniela.benitez363@mail.com,2025-06-16,Santiago,Chile,Retail,Referido
364,Bruno,Núñez,bruno.nunez364@mail.com,2025-11-19,Asunción,Paraguay,Retail,Orgánico/SEO
365,Facundo,Johnson,facundo.johnson365@mail.com,2025-06-04,Barcelona,España,Retail,Referido
366,Mia,García,mia.garcia366@mail.com,2025-01-20,Mendoza,Arg.,Retail,Google Ads
367,Agustín,Rojas,,2024-12-01,La Plata,Argentina,Mayorista,Referido
368,Pedro,Vega,pedro.vega368@mail.com,2025-04-26,Montevideo,Uruguay,Retail,Orgánico/SEO
369,Josefina,Silva,josefina.silva369@mail.com,2025-10-28,Mendoza,Argentina,Retail,Google Ads
370,Tomás,Martínez,tomas.martinez370@mail.com,2025-03-17,Miami,USA,Retail,Email Marketing
371,Catalina,Anderson,catalina.anderson371@mail.com,2026-06-28,São Paulo,Brasil,Retail,Influencers
372,Miguel,Ruiz,,2024-11-02,Montevideo,Uruguay,Retail,Influencers
373,Ana,González,ana.gonzalez373@mail.com,2024-06-02,Rio de Janeiro,Brazil,Retail,Influencers
374,Emiliano,Vega,emiliano.vega374@mail.com,2024-08-01,Madrid,España,Mayorista,Instagram Ads
375,Robert,Flores,robert.flores375@mail.com,2025-07-28,Barcelona,España,Retail,Email Marketing
376,Federico,García,federico.garcia376@mail.com,2024-10-15,Barcelona,España,Retail,Influencers
377,Franco,Romero,franco.romero377@mail.com,2025-03-26,Montevideo,Uruguay,Retail,Email Marketing
378,Sarah,Castro,sarah.castro378@mail.com,2025-09-07,Rio de Janeiro,Brasil,Retail,Google Ads
379,Martina,Díaz,martina.diaz379@mail.com,2024-11-16,Mendoza,Argentina,Retail,Email Marketing
380,Gael,Smith,gael.smith380@mail.com,2025-09-18,São Paulo,Brazil,Retail,Google Ads
381,María,Fernández,maria.fernandez381@mail.com,2025-05-02,Valparaíso,Chile,Retail,Orgánico/SEO
382,Juan,Aguirre,juan.aguirre382@mail.com,2024-11-26,Asunción,Paraguay,Retail,Influencers
383,Sebastián,Acosta,sebastian.acosta383@mail.com,2025-09-17,,Argentina,Retail,Referido
384,Julieta,Romero,julieta.romero384@mail.com,2025-07-16,Valparaíso,Chile,Retail,Orgánico/SEO
385,Robert,Martínez,robert.martinez385@mail.com,2024-08-06,Buenos Aires,Argentina,Retail,Orgánico/SEO
386,Sarah,Ortiz,sarah.ortiz386@mail.com,2024-07-14,Mendoza,Argentina,Mayorista,Google Ads
387,Tomás,Williams,tomas.williams387@mail.com,2025-06-27,Buenos Aires,Arg.,Retail,Instagram Ads
388,James,Díaz,james.diaz388@mail.com,2026-02-19,Córdoba,Argentina,Retail,Instagram Ads
389,Carla,López,carla.lopez389@mail.com,2025-03-14,Rosario,Argentina,Retail,Influencers
390,Ana,Davis,ana.davis390@mail.com,2025-06-27,Buenos Aires,Argentina,Retail,Email Marketing
391,Delfina,Medina,,2024-06-27,Santiago,chile,Retail,Instagram Ads
392,Rodrigo,Gómez,rodrigo.gomez392@mail.com,2024-11-11,Montevideo,Uruguay,Retail,Orgánico/SEO
393,John,López,john.lopez393@mail.com,2026-01-11,Montevideo,Uruguay,Retail,Referido
394,David,Torres,david.torres394@mail.com,2025-01-29,Santiago,Chile,Retail,Referido
395,Carlos,Gómez,carlos.gomez395@mail.com,2025-12-29,La Plata,Argentina,Mayorista,Referido
396,Diego,Torres,diego.torres396@mail.com,2024-07-09,,España,Retail,Instagram Ads
397,Carla,González,carla.gonzalez397@mail.com,2026-02-19,Rio de Janeiro,Brasil,Retail,Instagram Ads
398,Jessica,Castro,jessica.castro398@mail.com,2024-06-23,Córdoba,Argentina,Retail,Orgánico/SEO
399,Jessica,Silva,jessica.silva399@mail.com,2025-06-18,Rosario,ARGENTINA,Retail,Orgánico/SEO
400,Emma,Núñez,emma.nunez400@mail.com,2026-03-27,Madrid,España,Retail,Orgánico/SEO
401,Amanda,Gómez,amanda.gomez401@mail.com,2026-04-13,Montevideo,Uruguay,Retail,Instagram Ads
402,Catalina,Romero,catalina.romero402@mail.com,2026-06-17,Santiago,Chile,Retail,Orgánico/SEO
403,Josefina,Fernández,josefina.fernandez403@mail.com,2026-02-07,Santiago,Chile,Retail,Referido
404,Amanda,Williams,amanda.williams404@mail.com,2025-05-06,La Plata,Argentina,Retail,Instagram Ads
405,Lucas,Ortiz,lucas.ortiz405@mail.com,2024-06-12,Miami,Estados Unidos,Retail,Instagram Ads
406,Daniela,González,daniela.gonzalez406@mail.com,2025-07-01,Córdoba,Argentina,Retail,Influencers
407,Delfina,Gómez,delfina.gomez407@mail.com,2024-09-12,Bogotá,Colombia,Retail,Referido
408,Juan,Flores,,2025-09-06,,Chile,Retail,Referido
409,Camila,Ortiz,camila.ortiz409@mail.com,2025-06-20,Santiago,CHILE,Retail,Google Ads
410,Gonzalo,Brown,gonzalo.brown410@mail.com,2025-08-16,Buenos Aires,Argentina,Mayorista,Instagram Ads
411,Gael,Ruiz,gael.ruiz411@mail.com,2026-05-15,Ciudad de México,México,Retail,Orgánico/SEO
412,Santiago,Molina,santiago.molina412@mail.com,2024-11-05,Madrid,España,Retail,Google Ads
413,Laura,Brown,laura.brown413@mail.com,2024-09-08,Valparaíso,Chile,Retail,Instagram Ads
414,Benjamín,Aguirre,benjamin.aguirre414@mail.com,2025-09-26,Bogotá,Colombia,Retail,Orgánico/SEO
415,Delfina,Torres,delfina.torres415@mail.com,2025-06-26,Lima,Perú,Retail,Influencers
416,Mia,Flores,mia.flores416@mail.com,2025-12-30,Asunción,Paraguay,Retail,Referido
417,Laura,Gómez,laura.gomez417@mail.com,2026-01-25,Ciudad de México,México,Retail,Google Ads
418,Florencia,Brown,florencia.brown418@mail.com,2025-10-01,Montevideo,Uruguay,Retail,Influencers
419,Lucía,Anderson,lucia.anderson419@mail.com,2026-01-07,Barcelona,España,Retail,Facebook Ads
420,Paula,Torres,paula.torres420@mail.com,2025-01-03,Santiago,Chile,Retail,Instagram Ads
421,Renata,Díaz,renata.diaz421@mail.com,2025-04-24,Asunción,Paraguay,Retail,Referido
422,Tomás,Wilson,,2025-03-10,Rio de Janeiro,Brasil,Retail,Referido
423,John,Vega,john.vega423@mail.com,2025-07-30,Mendoza,Argentina,Retail,Facebook Ads
424,Amanda,García,amanda.garcia424@mail.com,2025-03-20,Mendoza,Argentina,Retail,Email Marketing
425,Josefina,Brown,josefina.brown425@mail.com,2024-11-24,Córdoba,Argentina,Retail,Instagram Ads
426,Tomás,Ortiz,tomas.ortiz426@mail.com,2024-07-21,,Uruguay,Retail,Email Marketing
427,Michael,Aguirre,michael.aguirre427@mail.com,2025-03-15,São Paulo,Brasil,Retail,Referido
428,Isabella,Aguirre,isabella.aguirre428@mail.com,2025-04-25,Miami,Estados Unidos,Retail,Influencers
429,Robert,Vega,robert.vega429@mail.com,2025-11-11,Madrid,España,Retail,Referido
430,Camila,Aguirre,camila.aguirre430@mail.com,2025-07-19,Barcelona,España,Retail,Referido
431,Joaquín,Ruiz,joaquin.ruiz431@mail.com,2024-07-30,Valparaíso,chile,Retail,Influencers
432,Michael,Johnson,michael.johnson432@mail.com,2025-07-12,Barcelona,España,Retail,Google Ads
433,Facundo,Smith,facundo.smith433@mail.com,2025-09-29,Santiago,CHILE,Retail,Email Marketing
434,Lucas,Herrera,lucas.herrera434@mail.com,2025-07-01,Buenos Aires,Argentina,Retail,Referido
435,Pedro,Flores,,2025-03-03,Valparaíso,Chile,Retail,Facebook Ads
436,Sofía,Brown,,2026-03-25,La Plata,Argentina,Retail,Referido
437,Diego,Medina,diego.medina437@mail.com,2025-06-21,Ciudad de México,México,Retail,Influencers
438,Michael,Molina,michael.molina438@mail.com,2024-06-08,Mendoza,Argentina,Retail,Orgánico/SEO
439,Milagros,Herrera,milagros.herrera439@mail.com,2026-05-02,São Paulo,brasil,Retail,Google Ads
440,Mia,Aguirre,mia.aguirre440@mail.com,2024-11-01,Valparaíso,Chile,Retail,Instagram Ads
441,Milagros,Molina,milagros.molina441@mail.com,2026-04-29,Rio de Janeiro,brasil,Retail,Google Ads
442,Tomás,Rojas,tomas.rojas442@mail.com,2026-01-19,Córdoba,Argentina,Retail,Facebook Ads
443,Juan,Davis,juan.davis443@mail.com,2026-04-19,Madrid,España,Retail,Email Marketing
444,James,Wilson,james.wilson444@mail.com,2025-03-28,Santiago,Chile,Retail,Instagram Ads
445,Robert,Torres,robert.torres445@mail.com,2026-04-02,Rio de Janeiro,Brasil,Retail,Email Marketing
446,James,Ortiz,james.ortiz446@mail.com,2025-02-22,Lima,Perú,Retail,Influencers
447,Jessica,Taylor,jessica.taylor447@mail.com,2025-09-27,Rosario,Argentina,Retail,Facebook Ads
448,Olivia,López,olivia.lopez448@mail.com,2024-10-19,La Plata,Argentina,Mayorista,Email Marketing
449,Ignacio,Díaz,ignacio.diaz449@mail.com,2026-06-03,Rio de Janeiro,Brazil,Retail,Google Ads
450,Santiago,González,santiago.gonzalez450@mail.com,2025-03-08,Miami,Estados Unidos,Retail,Referido
451,Valeria,Pérez,valeria.perez451@mail.com,2026-02-20,La Plata,Argentina,Retail,Influencers
452,Valentina,Davis,valentina.davis452@mail.com,2026-06-19,Valparaíso,Chile,Retail,Google Ads
453,Mateo,González,mateo.gonzalez453@mail.com,2025-01-18,Montevideo,Uruguay,Retail,Email Marketing
454,Lucía,Taylor,lucia.taylor454@mail.com,2024-11-19,São Paulo,Brasil,Retail,Google Ads
455,Milagros,Miller,milagros.miller455@mail.com,2025-08-19,Rio de Janeiro,Brasil,Retail,Instagram Ads
456,Renata,Álvarez,renata.alvarez456@mail.com,2024-06-20,Bogotá,Colombia,Retail,Orgánico/SEO
457,Mateo,Taylor,mateo.taylor457@mail.com,2024-11-21,Barcelona,España,Retail,Orgánico/SEO
458,James,Benítez,james.benitez458@mail.com,2026-01-30,Córdoba,argentina,Mayorista,Orgánico/SEO
459,Olivia,Smith,olivia.smith459@mail.com,2024-10-05,Bogotá,Colombia,Retail,Influencers
460,Juan,González,juan.gonzalez460@mail.com,2025-08-05,São Paulo,Brasil,Retail,Orgánico/SEO
461,Olivia,García,olivia.garcia461@mail.com,2026-06-07,Barcelona,España,Retail,Email Marketing
462,Renata,Ruiz,renata.ruiz462@mail.com,2025-11-18,Asunción,Paraguay,Mayorista,Email Marketing
463,Valentina,Wilson,valentina.wilson463@mail.com,2024-12-30,,España,Retail,Influencers
464,Laura,Pérez,laura.perez464@mail.com,2026-01-09,Mendoza,argentina,Retail,Instagram Ads
465,Ashley,Benítez,ashley.benitez465@mail.com,2025-09-11,Montevideo,Uruguay,Mayorista,Email Marketing
466,Michael,Torres,michael.torres466@mail.com,2025-03-25,Córdoba,argentina,Retail,Orgánico/SEO
467,Sofía,Romero,sofia.romero467@mail.com,2025-05-03,Santiago,Chile,Retail,Influencers
468,Agustín,Ortiz,agustin.ortiz468@mail.com,2024-09-25,Santiago,Chile,Retail,Influencers
469,Emily,Vega,emily.vega469@mail.com,2024-09-24,Santiago,chile,Retail,Orgánico/SEO
470,Robert,Taylor,robert.taylor470@mail.com,2026-01-04,Madrid,España,Retail,Instagram Ads
471,Gonzalo,Rodríguez,gonzalo.rodriguez471@mail.com,2025-10-08,La Plata,Argentina,Mayorista,Google Ads
472,Sofía,Miller,sofia.miller472@mail.com,2026-04-17,Montevideo,Uruguay,Retail,Facebook Ads
473,Martina,Núñez,martina.nunez473@mail.com,2025-10-07,Montevideo,Uruguay,Retail,Orgánico/SEO
474,Michael,Wilson,michael.wilson474@mail.com,2024-06-12,Córdoba,Argentina,Retail,Instagram Ads
475,Emma,Martínez,emma.martinez475@mail.com,2025-04-25,Madrid,España,Retail,Email Marketing
476,Pedro,Rojas,pedro.rojas476@mail.com,2025-01-27,Bogotá,Colombia,Retail,Influencers
477,David,Williams,david.williams477@mail.com,2025-04-20,,Estados Unidos,Retail,Influencers
478,Valentina,Wilson,valentina.wilson478@mail.com,2024-09-02,Buenos Aires,Argentina,Retail,Facebook Ads
479,Pedro,Johnson,pedro.johnson479@mail.com,2025-06-08,Rio de Janeiro,Brasil,Retail,Referido
480,Gonzalo,Brown,gonzalo.brown480@mail.com,2026-06-04,Lima,Perú,Retail,Google Ads
481,Bruno,Gómez,bruno.gomez481@mail.com,2025-12-13,São Paulo,Brasil,Retail,Orgánico/SEO
482,Michael,Vega,michael.vega482@mail.com,2025-02-16,Mendoza,ARGENTINA,Retail,Instagram Ads
483,Carlos,Ortiz,carlos.ortiz483@mail.com,2025-07-30,Mendoza,Argentina,Retail,Orgánico/SEO
484,Paula,Johnson,paula.johnson484@mail.com,2024-10-16,Barcelona,España,Mayorista,Google Ads
485,Amanda,Núñez,amanda.nunez485@mail.com,2025-11-03,Madrid,España,Retail,Instagram Ads
486,Michael,Romero,michael.romero486@mail.com,2025-07-02,Mendoza,Argentina,Retail,Facebook Ads
487,Milagros,Acosta,milagros.acosta487@mail.com,2025-07-13,Asunción,Paraguay,Mayorista,Email Marketing
488,Olivia,Jones,olivia.jones488@mail.com,2026-05-20,São Paulo,Brasil,Retail,Email Marketing
489,Renata,Ramírez,renata.ramirez489@mail.com,2026-05-05,São Paulo,Brasil,Retail,Orgánico/SEO
490,Joaquín,Jones,joaquin.jones490@mail.com,2026-05-29,Rio de Janeiro,Brasil,Retail,Email Marketing
491,Carlos,Vega,carlos.vega491@mail.com,2025-08-07,São Paulo,Brasil,Retail,Facebook Ads
492,Renata,Medina,renata.medina492@mail.com,2025-03-21,Santiago,CHILE,Retail,Instagram Ads
493,Valentina,Gómez,valentina.gomez493@mail.com,2024-09-13,Miami,Estados Unidos,Retail,Orgánico/SEO
494,Sebastián,Rojas,sebastian.rojas494@mail.com,2025-11-06,Montevideo,Uruguay,Retail,Referido
495,Santiago,Rojas,santiago.rojas495@mail.com,2025-08-01,Bogotá,Colombia,Mayorista,Orgánico/SEO
496,Sofía,Benítez,sofia.benitez496@mail.com,2026-02-26,Valparaíso,Chile,Retail,Referido
497,Carlos,Silva,carlos.silva497@mail.com,2026-06-13,Valparaíso,Chile,Mayorista,Email Marketing
498,Andrés,Jones,andres.jones498@mail.com,2025-06-22,Mendoza,Argentina,Retail,Email Marketing
499,Mia,González,,2025-09-21,Rio de Janeiro,Brasil,Retail,Instagram Ads
500,Miguel,Aguirre,miguel.aguirre500@mail.com,2026-01-08,Madrid,España,Retail,Google Ads
501,Julieta,Torres,julieta.torres501@mail.com,2024-08-09,Barcelona,España,Retail,Instagram Ads
502,Lucas,Gómez,lucas.gomez502@mail.com,2025-01-05,Montevideo,Uruguay,Retail,Email Marketing
503,Valeria,Miller,,2025-12-27,Madrid,España,Retail,Orgánico/SEO
504,Paula,Acosta,paula.acosta504@mail.com,2024-07-11,Montevideo,Uruguay,Retail,Email Marketing
505,Benjamín,Rojas,benjamin.rojas505@mail.com,2025-12-06,Asunción,Paraguay,Retail,Google Ads
506,Agustín,Jones,agustin.jones506@mail.com,2025-08-31,Barcelona,España,Retail,Email Marketing
507,Lucía,Pérez,lucia.perez507@mail.com,2024-11-19,,ARGENTINA,Mayorista,Referido
508,Jessica,Núñez,jessica.nunez508@mail.com,2024-12-28,Mendoza,Argentina,Retail,Orgánico/SEO
509,Michael,Martínez,,2024-06-25,La Plata,Argentina,Retail,Email Marketing
510,Sebastián,Martínez,sebastian.martinez510@mail.com,2025-02-20,Montevideo,Uruguay,Retail,Influencers
511,Mateo,Rojas,mateo.rojas511@mail.com,2025-11-30,Mendoza,Argentina,Retail,Orgánico/SEO
512,María,Martínez,maria.martinez512@mail.com,2025-10-28,Lima,Perú,Retail,Referido
513,Catalina,Smith,catalina.smith513@mail.com,2025-07-10,Bogotá,Colombia,Retail,Google Ads
514,Isabella,Molina,isabella.molina514@mail.com,2026-03-12,São Paulo,Brasil,Retail,Orgánico/SEO
515,Pedro,Silva,pedro.silva515@mail.com,2025-12-19,,Argentina,Retail,Instagram Ads
516,Florencia,Wilson,florencia.wilson516@mail.com,2025-04-09,Rosario,Argentina,Retail,Orgánico/SEO
517,Pedro,Jones,pedro.jones517@mail.com,2024-11-12,La Plata,argentina,Retail,Facebook Ads
518,David,Wilson,david.wilson518@mail.com,2026-03-23,Miami,EE.UU.,Retail,Email Marketing
519,Bruno,Gómez,bruno.gomez519@mail.com,2026-04-19,La Plata,Arg.,Retail,Google Ads
520,Paula,Ortiz,paula.ortiz520@mail.com,2026-05-12,São Paulo,Brasil,Retail,Facebook Ads
521,Emma,González,emma.gonzalez521@mail.com,2025-02-08,Rio de Janeiro,Brasil,Retail,Orgánico/SEO
522,Isabella,Ortiz,isabella.ortiz522@mail.com,2025-09-17,Madrid,España,Retail,Referido
523,Joaquín,Pérez,joaquin.perez523@mail.com,2024-10-22,Asunción,Paraguay,Retail,Instagram Ads
524,Camila,Martínez,camila.martinez524@mail.com,2025-11-02,Buenos Aires,Argentina,Retail,Referido
525,Robert,Fernández,robert.fernandez525@mail.com,2025-12-09,Asunción,Paraguay,Retail,Facebook Ads
526,Agustín,Molina,agustin.molina526@mail.com,2026-01-25,Montevideo,Uruguay,Retail,Email Marketing
527,Lucas,Molina,lucas.molina527@mail.com,2025-10-28,Lima,Perú,Retail,Instagram Ads
